MATRIKELNUMMER;STUDBEZ;ZULAC;SEMESTER_ID;STUDIENJAHR;ST_SEM_NR;StudienStatusCode;StatusgruppeS;StatusgruppeSem1;STUDBEZ_kompakt;Studart;Studgruppe;FAMILIENNAME;VORNAME;GESCHLECHT;LAND_1;STUDDAUER;OUTGOINGSEM;Beginndat_Min;Endedat_Max;besuchtesSemester;Alter;Ueberlaenge;StatusgruppeR;ECTS_Sem;SWS_Sem;ECTS_Sj;SWS_Sj;prfakt;IncomingsemUHSBV
01018838;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;15.10.2015;05.12.2019;3;27;-5;Studienfortsetzung;23,5;12;53,5;32;superprfakt;
01503478;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;04.06.2017;31.12.9999;1;22;-7;Studienbeginn;23,5;14,5;45,5;26,5;superprfakt;
00370761;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;01.09.2013;22.06.2018;10;33;2;Studienabschluss;23,5;13;51;27;superprfakt;
01633623;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;26.11.2016;31.12.9999;4;20;-4;Studienfortsetzung;23,5;12;54,5;31;superprfakt;
11768573;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.06.2018;31.12.9999;3;22;-5;Studienfortsetzung;23,5;14,5;55;33,5;superprfakt;
00366455;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Kroatien;8;;06.10.2018;31.12.9999;4;37;-4;Studienfortsetzung;23,5;12;37,5;17;prfakt;
11698811;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;20.05.2017;31.12.9999;6;24;-2;Studienfortsetzung;23,5;12;50;27;superprfakt;
11930877;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Lettland;8;;16.07.2019;31.12.9999;2;41;-6;Studienfortsetzung;23,5;13;37,5;24;superprfakt;
00767103;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Serbien;8;;29.05.2011;13.10.2017;6;22;-2;Studienfortsetzung;23,5;14;51,5;31;superprfakt;
11727616;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;21.05.2017;31.12.9999;1;24;-7;Studienbeginn;23,5;12;56;33;superprfakt;
01503046;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;06.02.2017;06.01.2021;5;19;-3;Studienfortsetzung;23,5;12;48,5;26;superprfakt;
01006578;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;03.09.2016;31.12.9999;6;32;-2;Studienfortsetzung;23,5;13;38,5;20;superprfakt;
11926343;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;01.10.2020;31.12.9999;1;19;-7;Studienbeginn;23,5;11;40;19,5;superprfakt;
01162324;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Tschechien;8;;27.08.2013;07.08.2017;2;24;-6;Studienfortsetzung;23,5;15;44;27;superprfakt;
01066815;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;07.09.2011;09.07.2017;8;23;0;Studienfortsetzung;23,5;10;45;20;superprfakt;
01397598;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;09.11.2014;16.06.2018;2;21;-6;Studienfortsetzung;23,5;17,5;47;32,5;superprfakt;
01296049;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;12.10.2014;28.07.2019;2;21;-6;Studienfortsetzung;23,5;16;43;28;superprfakt;
01263609;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Kolumbien;8;;05.02.2013;14.07.2019;8;25;0;Studienfortsetzung;23,5;12;44,5;22;superprfakt;
01403443;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;23.11.2016;31.12.9999;3;21;-5;Studienfortsetzung;23,5;11,5;46;22,5;superprfakt;
01497720;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.12.2016;21.09.2021;3;20;-5;Studienfortsetzung;23,5;14;54;34;superprfakt;
01636231;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Iran;8;;22.06.2016;31.12.9999;3;36;-5;Studienfortsetzung;23,5;12;50,5;30;superprfakt;
09670274;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;24.09.2019;31.12.9999;1;36;-7;Studienbeginn;23,5;15;57;37,5;superprfakt;
11831325;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;29.09.2018;31.12.9999;4;24;-4;Studienfortsetzung;23,5;14;44;25,5;superprfakt;
11933232;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Polen;8;;10.08.2020;31.12.9999;2;23;-6;Studienfortsetzung;23,5;13;49,5;29;superprfakt;
00908070;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;10.06.2012;15.08.2017;4;22;-4;Studienfortsetzung;23,5;14;49;29;superprfakt;
00517510;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;23.01.2016;25.12.2019;1;32;-7;Studienbeginn;23,5;15;50;34;superprfakt;
00514173;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;12.02.2016;05.06.2019;3;30;-5;Studienfortsetzung;23,5;12;45,5;23;superprfakt;
01247818;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;15.11.2015;14.07.2020;5;24;-3;Studienfortsetzung;23,5;12;49;27;superprfakt;
11724660;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;15.10.2017;31.12.9999;1;21;-7;Studienbeginn;23,5;14;43;24;superprfakt;
01633453;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Iran;8;;10.10.2017;31.12.9999;4;25;-4;Studienfortsetzung;23,5;15;45;26,5;superprfakt;
11729333;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;09.06.2017;31.12.9999;4;22;-4;Studienfortsetzung;23,5;15;54;34;superprfakt;
11923182;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;19.05.2019;31.12.9999;4;21;-4;Studienfortsetzung;23,5;14;46,5;28;superprfakt;
00964732;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;19.07.2010;12.09.2015;8;24;0;Studienfortsetzung;23,5;15,5;45,5;29,5;superprfakt;
01400948;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;19.10.2014;09.06.2019;1;20;-7;Studienbeginn;23,5;14;48;29;superprfakt;
00964836;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;22.09.2009;28.04.2014;9;20;1;Studienfortsetzung;23,5;11;45;22;superprfakt;
01265438;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;19.09.2016;25.08.2020;2;22;-6;Studienfortsetzung;23,5;15;48,5;30;superprfakt;
01568575;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Kolumbien;8;;30.09.2018;31.12.9999;3;26;-5;Studienfortsetzung;23,5;13;43,5;23;superprfakt;
01300793;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Deutschland;8;;21.02.2014;19.02.2019;1;19;-7;Studienbeginn;23,5;15;51;33;superprfakt;
00566662;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Griechenland;8;;08.05.2011;26.02.2015;5;28;-3;Studienfortsetzung;23,5;10;61;30;superprfakt;
01299057;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Deutschland;8;;24.02.2014;10.12.2018;2;23;-6;Studienfortsetzung;23,5;14;49;31;superprfakt;
01265744;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Ungarn;8;;14.11.2012;17.10.2016;4;23;-4;Studienfortsetzung;23,5;13,5;60;39,5;superprfakt;
00920472;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;03.01.2014;17.09.2017;3;26;-5;Studienfortsetzung;23,5;12,5;54;30,5;superprfakt;
01370013;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Ungarn;8;;14.08.2014;07.01.2020;1;19;-7;Studienbeginn;23,5;14;50;33;superprfakt;
01263576;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;23.05.2012;14.10.2018;5;20;-3;Studienfortsetzung;23,5;13;51;31,5;superprfakt;
01466384;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Deutschland;8;;23.10.2014;30.10.2019;1;25;-7;Studienbeginn;23,5;15;45,5;27;superprfakt;
01062155;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Iran;8;;26.09.2011;11.10.2016;7;23;-1;Studienfortsetzung;23,5;10;60,5;35;superprfakt;
01563088;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;China;8;;27.10.2015;02.07.2016;1;23;-7;Studienbeginn;23,5;15;46,5;27;superprfakt;
01367439;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Ungarn;8;;28.04.2014;21.11.2019;5;22;-3;Studienfortsetzung;23,5;13;56,5;37,5;superprfakt;
01044046;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;02.07.2011;02.12.2017;12;25;4;Studienabschluss;23,5;20;29,5;25;superprfakt;
00967915;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.12.2012;07.07.2020;10;25;2;Studienfortsetzung;23,5;12;48,5;28;superprfakt;
01369072;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Serbien;8;;29.09.2014;28.10.2019;6;23;-2;Studienfortsetzung;23,5;13;47,5;28;superprfakt;
01169667;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Ungarn;8;;04.10.2014;22.05.2019;7;25;-1;Studienfortsetzung;23,5;12;55;29,5;superprfakt;
01466362;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;24.12.2014;30.06.2018;7;21;-1;Studienfortsetzung;23,5;13;45;22;superprfakt;
01544318;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Italien (Südtirol);8;;11.06.2016;31.12.9999;3;20;-5;Studienfortsetzung;23,5;14;57,5;38;superprfakt;
00943257;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Schweiz;8;;14.11.2013;06.04.2019;10;31;2;Studienfortsetzung;23,5;11;48,5;25;superprfakt;
11720800;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.07.2018;31.12.9999;2;21;-6;Studienfortsetzung;23,5;14;48,5;29;superprfakt;
01565204;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;18.12.2015;24.09.2020;8;23;0;Studienfortsetzung;23,5;13;35,5;16;prfakt;
11765431;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Mexiko;8;;21.05.2017;31.12.9999;5;31;-3;Studienfortsetzung;23,5;14,5;48,5;30,5;superprfakt;
01566660;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Iran;8;;13.09.2016;03.10.2021;8;29;0;Studienfortsetzung;23,5;11;51;27;superprfakt;
11715247;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;24.06.2018;31.12.9999;5;24;-3;Studienfortsetzung;23,5;13;47,5;27;superprfakt;
12025945;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;22.08.2020;31.12.9999;1;20;-7;Studienbeginn;23,5;14;33,5;16;prfakt;
11893803;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;01.08.2020;31.12.9999;1;16;-7;Studienbeginn;23,5;16;53;33,5;superprfakt;
01366865;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;17.09.2017;31.12.9999;1;19;-7;Studienbeginn;23,5;14;53;31;superprfakt;
01368860;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;30.11.2015;16.04.2020;4;18;-4;Studienfortsetzung;23,5;13,5;53;31,5;superprfakt;
00697522;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;24.11.2013;20.10.2016;5;28;-3;Studienfortsetzung;23,5;12;50,5;28;superprfakt;
01300797;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;26.06.2014;07.12.2019;8;21;0;Studienfortsetzung;23,5;11;60;34;superprfakt;
01243385;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;26.12.2016;31.12.9999;5;34;-3;Studienfortsetzung;23,5;14,5;48,5;31,5;superprfakt;
01265711;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.01.2013;02.04.2017;5;21;-3;Studienfortsetzung;23,5;13;53;29;superprfakt;
01064886;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;24.01.2015;17.09.2020;3;21;-5;Studienfortsetzung;23,5;14;38,5;20;superprfakt;
01263509;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;08.05.2012;21.01.2017;8;21;0;Studienfortsetzung;23,5;10,5;45;20,5;superprfakt;
01292230;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;25.07.2016;02.03.2021;2;23;-6;Studienfortsetzung;23,5;14,5;46;26,5;superprfakt;
01285748;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;15.10.2016;29.09.2020;8;29;0;Studienfortsetzung;23,5;10;51;24,5;superprfakt;
00805768;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;IX;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;22.01.2010;14.06.2014;9;23;1;Studienabschluss;23,5;13;23,5;13;prfakt;
01043517;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;17.09.2011;02.06.2016;6;23;-2;Studienfortsetzung;23,5;14;43,5;25;superprfakt;
01246710;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;19.07.2012;25.02.2018;5;21;-3;Studienfortsetzung;23,5;14;58;37;superprfakt;
01611358;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;24.01.2018;31.12.9999;1;20;-7;Studienbeginn;23,5;15;57;38;superprfakt;
01636727;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;26.05.2017;25.01.2021;2;20;-6;Studienfortsetzung;23,5;20;54;46;superprfakt;
01636061;"Bachelorstudium; Powerpoint";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;15.08.2017;10.06.2021;7;20;-1;Studienfortsetzung;23,5;11;41,5;18;superprfakt;
01169984;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;27.11.2011;10.05.2018;6;22;-2;Studienfortsetzung;23,5;12;48;25;superprfakt;
01564390;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Kolumbien;8;;29.05.2015;12.06.2020;1;21;-7;Studienbeginn;23,5;15;47;29;superprfakt;
01627639;"Bachelorstudium; Powerpoint";O;16W;2016/17;93;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;14.01.2017;31.12.9999;1;18;-7;Studienbeginn;23,5;14;44;25;superprfakt;
01635472;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;18.10.2016;31.12.9999;6;22;-2;Studienfortsetzung;23,5;14;48;28;superprfakt;
11917680;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;17.06.2019;31.12.9999;2;19;-6;Studienfortsetzung;23,5;15;45;27;superprfakt;
61895237;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;22.07.2020;31.12.9999;2;21;-6;Studienfortsetzung;23,5;22;48;36;superprfakt;
01265688;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;18.09.2016;07.08.2018;4;25;-4;Studienabschluss;23,5;12;53,5;31;superprfakt;
01364089;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;30.12.2013;31.10.2017;6;26;-2;Studienfortsetzung;23,5;15;47,5;31;superprfakt;
01297369;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;02.11.2013;18.06.2018;1;17;-7;Studienbeginn;23,5;15;53,5;35;superprfakt;
01166812;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;31.12.2011;27.07.2019;6;35;-2;Studienfortsetzung;23,5;12;48;25;superprfakt;
01035687;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;05.08.2014;08.06.2018;1;21;-7;Studienbeginn;23,5;15;53,5;35;superprfakt;
01162853;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;12.09.2011;15.02.2020;8;21;0;Studienfortsetzung;23,5;10;42,5;19;superprfakt;
01498074;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;12.02.2017;11.03.2021;3;21;-5;Studienfortsetzung;23,5;13;58;36,5;superprfakt;
01541003;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;02.07.2016;31.12.9999;3;20;-5;Studienfortsetzung;23,5;13;46,5;28;superprfakt;
01169169;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;06.11.2014;08.02.2020;9;22;1;Studienfortsetzung;23,5;11;47,5;22;superprfakt;
01500747;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;22.02.2017;19.05.2021;6;20;-2;Studienfortsetzung;23,5;11;47,5;24;superprfakt;
01646266;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;03.01.2020;31.12.9999;3;25;-5;Studienfortsetzung;23,5;12,5;59;37,5;superprfakt;
01567588;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;07.02.2016;22.05.2020;2;21;-6;Studienfortsetzung;23,5;20,5;27,5;23,5;superprfakt;
11727858;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;12.02.2019;31.12.9999;3;22;-5;Studienfortsetzung;23,5;13;47;26;superprfakt;
11723164;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;31.10.2018;31.12.9999;4;20;-4;Studienfortsetzung;23,5;13;49;28;superprfakt;
11730598;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;17.08.2017;31.12.9999;6;19;-2;Studienfortsetzung;23,5;15;44,5;30;superprfakt;
01263587;"Bachelorstudium; Powerpoint";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Spanien;8;;11.02.2015;27.12.2019;6;26;-2;Studienfortsetzung;23,5;12,5;35,5;16,5;prfakt;
00667267;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Spanien;8;;03.01.2014;27.12.2015;1;30;-7;Studienbeginn;23,5;12,5;46,5;25,5;superprfakt;
01060632;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.07.2011;12.11.2017;5;24;-3;Studienfortsetzung;23,5;14;57;35;superprfakt;
01265221;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;29.07.2012;29.10.2016;3;22;-5;Studienfortsetzung;23,5;13;55;32;superprfakt;
01263021;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Kolumbien;8;;21.06.2012;17.08.2017;4;25;-4;Studienfortsetzung;23,5;13,5;50;30,5;superprfakt;
01067339;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;30.09.2010;31.12.9999;8;28;0;Studienfortsetzung;23,5;13;38,5;20;prfakt;
01267913;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;09.07.2013;01.08.2018;3;20;-5;Studienfortsetzung;23,5;12;54;31;superprfakt;
01168385;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Japan;8;;06.10.2011;07.04.2016;7;27;-1;Studienfortsetzung;23,5;15;51,5;30;superprfakt;
